pdf_filename,pdf_path,procedure_category,specific_procedure,confidence_score,task_id,task_category,task_subcategory,task_description,timing,frequency,duration,importance_level,prerequisites,contraindications,warning_signs,special_equipment,provider_contact,follow_up_required,notes,is_new_category
[72%] Robotic-Incisional-Hernia-Repair-Post-Operative-Instructions-.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Hernia Repair/[72%] Robotic-Incisional-Hernia-Repair-Post-Operative-Instructions-.pdf,Orthopedic Surgery,Hernia Repair,0.72,[72%] Robotic-Incisional-Hernia-Repair-Post-Operative-Instructions-_8,Work Return,,You may return to work as early as several days to a week after surgery.,,,,low,,,,,,True,pattern,True
[72%] Robotic-Incisional-Hernia-Repair-Post-Operative-Instructions-.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Hernia Repair/[72%] Robotic-Incisional-Hernia-Repair-Post-Operative-Instructions-.pdf,Orthopedic Surgery,Hernia Repair,0.72,[72%] Robotic-Incisional-Hernia-Repair-Post-Operative-Instructions-_9,Diet & Nutrition,,Diet: There are no specific dietary restrictions after hernia surgery.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_1,Follow-up Care,,You can get more details about reconstruction by ta lking to a plastic surgeon.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_2,Insurance,,Contact information .,,,,medium,,,,,,False,pattern,True
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_3,Monitoring,,Check off the following steps to help you get ready for your surgery.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_4,Uncategorized,,You must have a responsible care partner take you home after your surgery.,,,,high,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_5,Medication Management,,You can buy a 4% CHG solution antiseptic skin cleanser at your local pharmacy without a prescription.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_6,Uncategorized,,"You should only use a 4% CHG solution before your surgery , and not after .",,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_7,Uncategorized,,You can buy these at your local pharmacy.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_8,Medication Management,,You can get it at your local pharmacy without a prescription.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_9,Follow-up Care,,"You can use the patient portal to send and receive messages from your healthcare team, see your test re sults, see your appointment dates and times, and more.",,,,medium,,,,,,True,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_10,Activity Restrictions,,"Start doing the posture and shoulder mo vement exercises (see pages 30-38 in this guide) every day before your surgery , so that they become part of your daily routine.",,every day,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_11,Diet & Nutrition,,Do not eat anything after midnight on the night before your surgery.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_12,Diet & Nutrition,,You can drink a total of 12 ounces of water between midnight and 2 hours before your scheduled arrival time.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_13,Diet & Nutrition,,Do not drink anything else.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_14,Diet & Nutrition,,Do not drink anything starting 2 hours before your scheduled arrival time.,starting 2 hours,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_15,Uncategorized,,"Do not shave or use hair removal products around your underarm , armpit , or breast for at least 3 days before surgery.",,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_16,Hygiene,,"Keep your nails clean and trimmed, and don’t put on any nail polish or artificial nails.",,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_17,Uncategorized,,Before and After Surgery - 2 - Introduction : Mastectomy and Axillary Surgery Mastectomy A mastectomy is a surgery to remove all the breast tissue from a breast.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_18,Uncategorized,,Before and After Surgery - 3 - details.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_19,Diet & Nutrition,,"After a mastectomy and axillary surgery , fluid normally builds up in the area where your breast tissue was removed.",,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_20,Uncategorized,,Before and After Surgery - 4 - some patients have 3 or more.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_21,Uncategorized,,Before and After Surgery - 5 - Table of Contents: Getting ready for surgery .,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_22,Uncategorized,,Before your surgery .,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_23,Uncategorized,,After your surgery .,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_24,Uncategorized,,When can I leave after my surgery?,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_25,Medication Management,,Before and After Surgery - 6 - What if I still have pain?,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_26,Uncategorized,,When should I start exercising?,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_27,Monitoring,,Before and After Surgery - 7 - Getting ready for s urgery Checklist of surgery preparations Check off the following steps to help you get ready for your surgery.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_28,Medication Management,,After Surgery - 8 - Buy over -the-counter (OTC) pain medication Have acetaminophen pills (such as Tylenol® Regular Strength) and i buprofen pills (Motrin® or Advil®) available to take after surgery.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_29,Uncategorized,,Before and After Surgery - 9 - Preventing infections from s urgery Follow these steps to prevent infections from your surgery and increase your chances for a good recovery.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_30,Uncategorized,,"Before your surgery: Do not shave or use hair removal products around your underarm , armpit , or breast for at least 3 days before surgery.",,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_31,Uncategorized,,Before and After Surgery - 10 - 1.,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_32,Activity Restrictions,,Exercise schedule for after surgery .,,,,medium,,,,,,False,pattern,False
[84%] Mastectomy&AxillarySurgery.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Mastectomy/[84%] Mastectomy&AxillarySurgery.pdf,Orthopedic Surgery,Mastectomy,0.84,[84%] Mastectomy&AxillarySurgery_33,Diet & Nutrition,,"Eat a well- balanced diet full of whole grains, lean (low in fat) protein, and fruits and vegetables that help your body heal after surgery .",,,,medium,,,,,,False,pattern,False
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_1,Pet Care,,Avoid alcohol and driving while on these medications.,,,,medium,,,,,,False,pattern,True
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_2,Uncategorized,,Take one adult aspirin (325 mg) daily for 4 weeks starting the day AFTER surgery.,,,for 4 weeks,medium,,,,,,False,pattern,False
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_3,Bowel Bladder,,You may take a stool softener such as Colace.,,,,low,,,,,,False,pattern,True
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_4,Activity Restrictions,,You may drive following left sided surgery following your first post -operative visit with Dr.,,,,low,,,,,,True,pattern,False
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_5,Medication Management,,You must be off narcoti c pain medication to safe ly operate a vehicle.,,,,high,,,,,,False,pattern,False
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_6,Work Return,,Return to Work Your ability to work depends on a number of factors including your level of discomfort and how demanding your job is.,,,,medium,,,,,,True,pattern,True
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_7,Hygiene,,Keep the splint/cast clean and dry until your first postoperative visit with Dr.,,,,medium,,,,splint,,True,pattern,False
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_8,Hygiene,,You may shower 2 -3 days after surgery.,,,,low,,,,,,False,pattern,False
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_9,Equipment Management,,You must keep the splint/cast DRY .,,,,high,,,,splint,,False,pattern,False
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_10,Bowel Bladder,,You must sit on a shower bench or a sturdy chair or stool for safety.,,,,high,,,,,,False,pattern,True
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_11,Hygiene,,Remove the plastic bag covering your leg immediately after showering.,,,,critical,,,,,,False,pattern,False
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_12,Pain Management,,You may call (703) 797 -6980 during non -business hours to reach the answering service.,,,,low,,,,,,False,pattern,False
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_13,Activity Restrictions,,You may return to see Dr.,,,,low,,,,,,True,pattern,False
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_14,Pain Management,,After hours : You may call (703) 797 -6980 during non -business hours to reach the answering service.,After hours,,,low,,,,,,False,pattern,False
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_15,Pet Care,,Exercises These help prevent complications such as blood clotting in your legs.,,,,medium,,,,,,False,pattern,True
[90%] Chang-DC-Ankle-Fracture-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[90%] Chang-DC-Ankle-Fracture-Repair.pdf,Orthopedic Surgery,Ankle Surgery,0.9,[90%] Chang-DC-Ankle-Fracture-Repair_16,Activity Restrictions,,"Walker Lane Suite 300 Alexandria, VA 22310 T 703 -797 -6980 F 703 -797 -6981 CLINICAL NURSE Eileen Perri, BSN (703) 797 -6918 b.",,,,medium,,,,walker,,False,pattern,False
[88%] ankle-fracture.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[88%] ankle-fracture.pdf,Orthopedic Surgery,Ankle Surgery,0.88,[88%] ankle-fracture_1,Medication Management,,Do not drive a car or operate machinery while taking the narcotic medication  If your provider discussed taking a blood thinner like aspirin after surgery please take it as directed.,,,,medium,,,,,,False,pattern,False
[88%] ankle-fracture.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[88%] ankle-fracture.pdf,Orthopedic Surgery,Ankle Surgery,0.88,[88%] ankle-fracture_2,Medication Management,,"Do not take NSAIDs (Aleive, Ibuprofen, Advil, etc.",,,,medium,,,,,,False,pattern,False
[88%] ankle-fracture.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[88%] ankle-fracture.pdf,Orthopedic Surgery,Ankle Surgery,0.88,[88%] ankle-fracture_3,Work Return,,"Return to work depends on your job requirements, specifics of your surgery, and pain levels.",,,,medium,,,,,,True,pattern,True
[88%] ankle-fracture.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[88%] ankle-fracture.pdf,Orthopedic Surgery,Ankle Surgery,0.88,[88%] ankle-fracture_4,Medication Management,,Do not engage in activities which increase pain/swelling.,,,,medium,,,,,,False,pattern,False
[88%] ankle-fracture.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[88%] ankle-fracture.pdf,Orthopedic Surgery,Ankle Surgery,0.88,[88%] ankle-fracture_5,Hearing,,"Begin with clear liquids and light foods (jellos, soups, etc.",,,,medium,,,,,,False,pattern,True
[88%] ankle-fracture.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Ankle Surgery/[88%] ankle-fracture.pdf,Orthopedic Surgery,Ankle Surgery,0.88,[88%] ankle-fracture_6,Follow-up Care,,Use ice packs (if machine not prescribed) for 45 minutes every 2 hours daily until your first post-operative visit.,,every 2 hours,,medium,,,,,,True,pattern,False
[56%] TKR-Protocol-Final.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[56%] TKR-Protocol-Final.pdf,Orthopedic Surgery,Total Knee Replacement,0.56,[56%] TKR-Protocol-Final_1,Wound Care,,Keep incision strain at a minimum.,,,,medium,,,,,,False,pattern,False
[56%] TKR-Protocol-Final.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[56%] TKR-Protocol-Final.pdf,Orthopedic Surgery,Total Knee Replacement,0.56,[56%] TKR-Protocol-Final_2,Uncategorized,,After Total Hip and Knee Arthroplasty: A Canada and United States Delphi Study.,,,,medium,,,,,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_1,Uncategorized,,You may also push down on your knee for additional pressure in the downward direction.,,,,low,,,,,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_2,Wound Care,,"Do not place any ointments, creams, or lotions on your wound.",,,,medium,,,,,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_3,Wound Care,,You may shower one week from the date of your surgery as long as the drainage has stopped.,,,,low,,,,,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_4,Pain Management,,Ice the knee frequently for the first two to three weeks after surgery.,,,,medium,,,,,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_5,Uncategorized,,Avoid prolonged periods of sitting over the first 7 to 10 days after surgery.,,,,medium,,,,,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_6,Uncategorized,,You may develop bruising of the operative leg.,,,,low,,,,,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_7,Medication Management,,"You may place as much weight onto the operated leg as y our pain, comfort, common sense and balance will allow.",,,,low,,,,,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_8,Activity Restrictions,,You may seek the advice of your ph ysical therapist prior to making a decision about advancing from the walker to the cane.,,,,low,,,,walker,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_9,Pet Care,,Start out taking the medication as prescribed.,,,,medium,,,,,,False,pattern,True
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_10,Medication Management,,Keep in mind not to drive if you are still taking pain medications.,,,,medium,,,,,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_11,Follow-up Care,,You may schedule an appointment with your surgeon’s office at any time during the intervals between scheduled appointments should any problems arise.,,,,low,,,,,,True,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_12,Uncategorized,,"After Total Knee Replacement Postoperative Instructions Robert Arciero, M.",,,,medium,,,,,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_13,Uncategorized,,After Knee Replacement Most of your improvement after a knee replacement will take time.,,,,medium,,,,,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_14,Uncategorized,,"Within 7 to 10 days after your knee replacement, you should be able to get your knee entirely straight/full extension (Fig.",,,,medium,,,,,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_15,Uncategorized,,After Total Knee Replacement Post Op Instructi ons.,,,,medium,,,,,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_16,Pain Management,,During the first month after surgery do not place anything under your knee while you sleep or rest.,,,,medium,,,,,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_17,Wound Care,,"When it stops draining, you may leave the wound open to the air.",,,,low,,,,,,False,pattern,False
[72%] total-knee-replacement.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Knee Replacement/[72%] total-knee-replacement.pdf,Orthopedic Surgery,Total Knee Replacement,0.72,[72%] total-knee-replacement_18,Scar Care,,"When you no longer feel that a cane is necessary for pa in, balance, and common sense, you may discard the cane.",,,,high,,,,,,False,pattern,True
