pdf_filename,pdf_path,procedure_category,specific_procedure,confidence_score,task_id,task_category,task_subcategory,task_description,timing,frequency,duration,importance_level,prerequisites,contraindications,warning_signs,special_equipment,provider_contact,follow_up_required,notes,is_new_category,enhanced,description_length
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_15,Medication Management,,Continue all medications you were taking before surgery in addition to the medications Dr. Stapleton prescribed below. Narcotic Pain Medication •You have been prescribed a narcotic pain medication.,,,,medium,,,,,,False,pattern,True,True,197
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_16,Medication Management,,"Do not exceed 4,000mg of Tylenol per day.",,,,medium,,,,,,False,pattern,False,False,41
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_17,Medication Management,,Take this medication with food to help avoid stomach upset. Blood Thinner •You have been prescribed a medication to help prevent blood clots in your legs after surgery (medication indicated below).,,,,medium,,,,,,False,pattern,True,True,197
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_18,Dental,,"Take one pill by mouth two times per day for 14 days. 4 Oral Contraceptive Medication (Birth Control Pills) •If you are currently taking oral contraceptive medication (birth control pills), you may be at a higher risk for a blood clot after surgery.",,,for 30 days,medium,,,,,,False,pattern,True,True,249
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_19,Dental,,Take one pill by mouth two times per day for 30 days. Xarelto 10mg - Take one pill by mouth each day for 14 days. Eliquis 2.,,each day,for 14 days,medium,,,,,,False,pattern,True,True,126
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_20,Dental,,"Take one pill by mouth two times per day for 14 days. 4 Oral Contraceptive Medication (Birth Control Pills) •If you are currently taking oral contraceptive medication (birth control pills), you may be at a higher risk for a blood clot after surgery.",,,for 14 days,medium,,,,,,False,pattern,True,True,249
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_21,Medication Management,,"You may consider talking with your primary care physician or obstetrician about temporarily discontinuing this medication after your surgery. Dental Work: •Please do not undergo any dental work, including cleanings, six weeks prior to surgery and for 6 months after surgery as it may increase the risk of infection in your knee . Return t o Work or School: You may return to work or school as soon as you are comfortable and able to safely walk using your brace (and/or crutches).",,,,low,,,,,,False,pattern,True,True,480
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_22,Activity Restrictions,,"You may consider talking with your primary care physician or obstetrician about temporarily discontinuing this medication after your surgery. Dental Work: •Please do not undergo any dental work, including cleanings, six weeks prior to surgery and for 6 months after surgery as it may increase the risk of infection in your knee . Return t o Work or School: You may return to work or school as soon as you are comfortable and able to safely walk using your brace (and/or crutches).",,,,low,,,,brace,,True,pattern,False,True,480
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_23,Work Return,,Return t o Work or School: You may return to work or school as soon as you are comfortable and able to safely walk using your brace (and/or crutches). This typically occurs 1-4 weeks after surgery. Return to work/school clearance notes can be obtained from Dr.,,,,medium,,,,,,True,pattern,True,True,260
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_24,Follow-up Care,,Return to work/school clearance notes can be obtained from Dr. Stapletons ’ office. Follow-up Appointments: •Your first post-operative appointment will be in approximately 10-14 days.,,,,medium,,,,,,True,pattern,False,True,183
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_25,Diet & Nutrition,,Follow-up care is a key part of your treatment and safety.,,,,medium,,,,,,True,pattern,False,False,58
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_26,Medication Management,,Call the office at (304) 647-5114 if you have: Severe pain that doe s not improve with pain medication. Calf or lower leg pain and swelling. Fever over 101°F for more than one day.,,,,medium,,,,,,False,pattern,False,True,180
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_27,Wound Care,,"Remove Ted hose and soft dressings in 3 days. •Do not get your dressing or brace wet. •After your top dressings are removed (Day 3), you may shower normally unless otherwise directed by Dr.",,,,low,,,,,,False,pattern,False,True,189
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_28,Emergency Signs,,"When t o call f or help: C all 911 anytime you thin k you ma y need emergenc y care. For example, call if: Y ou pa ss out (lose consciousness). You have severe trouble breathing.",,,,critical,,,,,,False,pattern,False,True,178
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_29,Hearing,,"Begin with clear liquids and light food (jello, toast, etc.",,,,medium,,,,,,False,pattern,True,False,59
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_30,Activity Restrictions,,Begin thes e hom e exercise s the day aft er your surgery. 3 Pain / Medications •You have been given a nerve block prior to your surgery to reduce post-operative pain.,,,,medium,,,,,,False,pattern,False,True,167
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_31,Activity Restrictions,,"You may consider talking with your primary care physician or obstetrician about temporarily discontinuing this medication after your surgery. Dental Work: •Please do not undergo any dental work, including cleanings, six weeks prior to surgery and for 6 months after surgery as it may increase the risk of infection in your knee . Return t o Work or School: You may return to work or school as soon as you are comfortable and able to safely walk using your brace (and/or crutches).",,,,low,,,,brace,,True,pattern,False,True,480
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_32,Physical Therapy,,Ice: •Use ice packs or cryotherapy often for several weeks after surgery and after therapy sessions. •Apply ice for 20 minutes every 2 hours while awake. •Ice or cold pack should never be applied directly on the skin as this may cause frostbite.,,,,medium,,,,,,False,pattern,False,True,245
[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions.pdf,Orthopedic Surgery,Total Hip Replacement,0.96,[96%] knee-arthroscopy-and-meniscus-repair-discharge-instructions_33,Diet & Nutrition,,"Diet: •Begin with clear liquids and light food (jello, toast, etc.",,,,medium,,,,,,False,pattern,False,False,66
[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,Orthopedic Surgery,Total Hip Replacement,0.7,[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair_1,Wound Care,,"You may remove your dressing 48 hours after your surgery to take a showe r.  You may let soap and water gently wash over your incisions, but do not scrub them.  Pat them dry with a towel, then recover each of the incisions with a band -aid.",,,,low,,,,,,False,pattern,False,True,242
[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,Orthopedic Surgery,Total Hip Replacement,0.7,[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair_2,Hygiene,,"You may let soap and water gently wash over your incisions, but do not scrub them.  Pat them dry with a towel, then recover each of the incisions with a band -aid.  You may not soak in a bathtub or go swimming until your sutures have been removed and your incisions are well healed.",,,,low,,,,,,False,pattern,False,True,284
[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,Orthopedic Surgery,Total Hip Replacement,0.7,[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair_3,Wound Care,,"You may not soak in a bathtub or go swimming until your sutures have been removed and your incisions are well healed.  You should remove your sling/immobilizer to shower, but if you had a repair, you must keep your arm at your side. SLEEPING :  It may be helpful to sleep in a recliner initially after your surgery.",,,,low,,,,,,False,pattern,False,True,317
[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,Orthopedic Surgery,Total Hip Replacement,0.7,[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair_4,Hygiene,,"You should remove your sling/immobilizer to shower, but if you had a repair, you must keep your arm at your side. SLEEPING :  It may be helpful to sleep in a recliner initially after your surgery.  This position is often mo re comfortable at first, helps to “elevate” the shoulder, and will help prevent you from moving around too much while you are sleeping.",,,,high,,,,,,False,pattern,False,True,361
[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,Orthopedic Surgery,Total Hip Replacement,0.7,[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair_5,Sleep Positioning,,You may transition to a bed as soon as it is comfortable to lie in a more flat position.  You may need to use pillows to prop yourself up slightly as you are making this transition.  It may be anywhere from a few days to a week or two before you are able to sleep comfortably in a bed.,,,,low,,,,,,False,pattern,False,True,287
[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,Orthopedic Surgery,Total Hip Replacement,0.7,[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair_6,Medication Management,,You may transition to a bed as soon as it is comfortable to lie in a more flat position.  You may need to use pillows to prop yourself up slightly as you are making this transition.  It may be anywhere from a few days to a week or two before you are able to sleep comfortably in a bed.,,,,low,,,,,,False,pattern,False,True,287
[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,Orthopedic Surgery,Total Hip Replacement,0.7,[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair_7,Medication Management,,"You may not drive while you are taking pain medications.  Once you have discontinued the pain medications, your doctor will let you know when it is safe to drive depending on your specific procedure. AFTER SURGERY :  Your arm should remain in the shoulder sling/immobilizer at all times; although y ou may remove it to shower, and a few times a day to bend and straighten your elbow and wrist as long as your arm stays at your side.",,,,low,,,,,,False,pattern,False,True,434
[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,Orthopedic Surgery,Total Hip Replacement,0.7,[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair_8,Activity Restrictions,,"You may be taught gentle pendulum exercises to help decrease the development of stiffness, which you should do 2 -3 times daily.  Continue wearing the sling/immobilizer the remainder of th e time.",,,,low,,,,,,False,pattern,False,True,197
[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,Orthopedic Surgery,Total Hip Replacement,0.7,[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair_9,Hearing,,"You may be taught gentle pendulum exercises to help decrease the development of stiffness, which you should do 2 -3 times daily.  Continue wearing the sling/immobilizer the remainder of th e time.",,,,medium,,,,,,False,pattern,True,True,197
[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,Orthopedic Surgery,Total Hip Replacement,0.7,[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair_10,Activity Restrictions,,"You may continue to use your arm for daily activities, but should not lift more than a few pounds.  Strengthening begins with light weights and increases slowly with the help of your physical therapist. 3-4 MONTHS POST -OP:  You will likely finish physical therapy, but should continue with your home exercises to improve range of motion, strength, and function.",,,,low,,,,,,False,pattern,False,True,364
[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,Orthopedic Surgery,Total Hip Replacement,0.7,[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair_11,Medication Management,,"After the first day or two, as the pain lessens, you may decrease the frequency with which you take the medication.  Remember, the medications are not necessarily meant to completely eliminate your pain, only to make it more bearable.  It is also helpful to use ice to decrease pain and swelling.",,,,low,,,,,,False,pattern,False,True,298
[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,Orthopedic Surgery,Total Hip Replacement,0.7,[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair_12,Medication Management,,"Once you have discontinued the pain medications, your doctor will let you know when it is safe to drive depending on your specific procedure. AFTER SURGERY :  Your arm should remain in the shoulder sling/immobilizer at all times; although y ou may remove it to shower, and a few times a day to bend and straighten your elbow and wrist as long as your arm stays at your side. 10-14 DAYS POST -OP:  You will have your first office visit.",,,,medium,,,,,,False,pattern,False,True,437
[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair.pdf,Orthopedic Surgery,Total Hip Replacement,0.7,[70%] Postoperative-Instructions-for-Shoulder-Arthroscopy-with-Rotator-Cuff-Repair_13,Physical Therapy,,"Once therapy starts, you will be allowed t o discontinue the sling/immobilizer and begin moving the arm on your own.  It will be stiff and sore and fatigue easily, so you may need to wean out of it slowly over a few days.  You still should not lift anything heavier than a glass of water or plate of f ood.",,,,medium,,,,,,False,pattern,False,True,308
[92%] shoulder-arthroscopy-post-op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[92%] shoulder-arthroscopy-post-op.pdf,Orthopedic Surgery,Total Hip Replacement,0.92,[92%] shoulder-arthroscopy-post-op_1,Wound Care,,"Remove the bulky bandages and dressings ( not the white steri-strips ) after: o2 days for Drs. Rockett, Shah, Healy and Osuch o3 days for Dr. Christiano •Leave the white steri -strips on the skin until they fall off on their own o.",,,,medium,,,,,,False,pattern,False,True,231
[92%] shoulder-arthroscopy-post-op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[92%] shoulder-arthroscopy-post-op.pdf,Orthopedic Surgery,Total Hip Replacement,0.92,[92%] shoulder-arthroscopy-post-op_2,Wound Care,,"You may place band -aids over the small wounds . •Y ou may notice some drainage around the wound, this is norm al. o.",,,,low,,,,,,False,pattern,False,True,117
[92%] shoulder-arthroscopy-post-op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[92%] shoulder-arthroscopy-post-op.pdf,Orthopedic Surgery,Total Hip Replacement,0.92,[92%] shoulder-arthroscopy-post-op_3,Hygiene,,"You may remove the sling to shower (unless otherwise instructed) keeping your arm at your body’s side for comfort. •Some swelling or bruising around the arm, elbow or hand is expected and can lastup to several weeks. •Use ice over your shoulder for the first 24 -36 hours after surgery.",,,,low,,,,,,False,pattern,False,True,286
[92%] shoulder-arthroscopy-post-op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[92%] shoulder-arthroscopy-post-op.pdf,Orthopedic Surgery,Total Hip Replacement,0.92,[92%] shoulder-arthroscopy-post-op_4,Wound Care,,You may place ic e o ver the bandage for as long as you feel comfortable (recommend at least 20 min./hour). Do not place ice or ice pack in direct contact with skin.,,,,low,,,,,,False,pattern,False,True,165
[92%] shoulder-arthroscopy-post-op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[92%] shoulder-arthroscopy-post-op.pdf,Orthopedic Surgery,Total Hip Replacement,0.92,[92%] shoulder-arthroscopy-post-op_5,Pain Management,,You may place ic e o ver the bandage for as long as you feel comfortable (recommend at least 20 min./hour). Do not place ice or ice pack in direct contact with skin.,,,,medium,,,,,,False,pattern,False,True,165
[92%] shoulder-arthroscopy-post-op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[92%] shoulder-arthroscopy-post-op.pdf,Orthopedic Surgery,Total Hip Replacement,0.92,[92%] shoulder-arthroscopy-post-op_6,Medication Management,,Perform wall crawls and pendulum exercises on the operative shoulder 3 -4 times per day. Shoulder Arthroscopy Post -Operative Care (continued) Medication Take as prescribed •You will have received a prescription for pain medication.,,,,medium,,,,,,False,pattern,False,True,232
[92%] shoulder-arthroscopy-post-op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[92%] shoulder-arthroscopy-post-op.pdf,Orthopedic Surgery,Total Hip Replacement,0.92,[92%] shoulder-arthroscopy-post-op_7,Medication Management,,Take as prescribed •You will have received a prescription for pain medication. Do not operat e ma chinery or drive while taking this medication. Pain medication may cause naus ea or vomiting.,,,,medium,,,,,,False,pattern,True,True,191
[92%] shoulder-arthroscopy-post-op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[92%] shoulder-arthroscopy-post-op.pdf,Orthopedic Surgery,Total Hip Replacement,0.92,[92%] shoulder-arthroscopy-post-op_8,Medication Management,,You may have been given an anti -inflammatory medication. o. This may upset your stomach.,,,,low,,,,,,False,pattern,True,True,89
[92%] shoulder-arthroscopy-post-op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[92%] shoulder-arthroscopy-post-op.pdf,Orthopedic Surgery,Total Hip Replacement,0.92,[92%] shoulder-arthroscopy-post-op_9,Medication Management,,You may have been prescribed a medication for nausea. o. Take this as directed for any nausea associated with the pain medication.,,,,low,,,,,,False,pattern,True,True,130
[92%] shoulder-arthroscopy-post-op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[92%] shoulder-arthroscopy-post-op.pdf,Orthopedic Surgery,Total Hip Replacement,0.92,[92%] shoulder-arthroscopy-post-op_10,Medication Management,,"Take this as directed for any nausea associated with the pain medication. •Any severe itching, hives or difficulty breathing, please call immediately.",,,,medium,,,,,,False,pattern,False,True,150
[92%] shoulder-arthroscopy-post-op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[92%] shoulder-arthroscopy-post-op.pdf,Orthopedic Surgery,Total Hip Replacement,0.92,[92%] shoulder-arthroscopy-post-op_11,Follow-up Care,,"Return Visit •If you do not already have a scheduled post -operative visit please call for an appointment on the next business day. •The first post -operative visit is usually 7 -10 days after date of surgery unless instructed otherwise. •If you have any problems, do not wait for an appointment, please call the office.",,,,medium,,,,,,True,pattern,False,True,320
[92%] shoulder-arthroscopy-post-op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[92%] shoulder-arthroscopy-post-op.pdf,Orthopedic Surgery,Total Hip Replacement,0.92,[92%] shoulder-arthroscopy-post-op_12,Hygiene,,"No baths, pools, or hot tubs until told.",,,,medium,,,,,,False,pattern,False,False,40
[92%] shoulder-arthroscopy-post-op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[92%] shoulder-arthroscopy-post-op.pdf,Orthopedic Surgery,Total Hip Replacement,0.92,[92%] shoulder-arthroscopy-post-op_13,Pain Management,,"You may remove the sling to shower (unless otherwise instructed) keeping your arm at your body’s side for comfort. •Some swelling or bruising around the arm, elbow or hand is expected and can lastup to several weeks. •Use ice over your shoulder for the first 24 -36 hours after surgery.",,,,medium,,,,,,False,pattern,False,True,286
[92%] shoulder-arthroscopy-post-op.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[92%] shoulder-arthroscopy-post-op.pdf,Orthopedic Surgery,Total Hip Replacement,0.92,[92%] shoulder-arthroscopy-post-op_14,Emergency Signs,,Movement •Immediately after surgery you will be placed in a shoulder sling.,,,,critical,,,,,,False,pattern,False,False,75
[87%] nyulh-total-hip-surgery-booklet.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[87%] nyulh-total-hip-surgery-booklet.pdf,Orthopedic Surgery,Total Hip Replacement,0.87,[87%] nyulh-total-hip-surgery-booklet_1,Administrative,,After Hours: Contact the hospital or your surgeon’s office 4Communication with Y our Surgeon The best way to contact your surgeon is via My. Chart Care Companion.,,,,medium,,,,,,False,pattern,True,True,162
[87%] nyulh-total-hip-surgery-booklet.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[87%] nyulh-total-hip-surgery-booklet.pdf,Orthopedic Surgery,Total Hip Replacement,0.87,[87%] nyulh-total-hip-surgery-booklet_2,Uncategorized,,"Call A pre-op nurse will call you the day before your surgery. If your surgery is scheduled for Monday, you will receive the call on Friday. This nurse will go over your medical history and medications with you and give you instructions for your surgery.",,,,medium,,,,,,False,pattern,False,True,254
[87%] nyulh-total-hip-surgery-booklet.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[87%] nyulh-total-hip-surgery-booklet.pdf,Orthopedic Surgery,Total Hip Replacement,0.87,[87%] nyulh-total-hip-surgery-booklet_3,Medication Management,,Take Before Surgery 6Prescription Medications to Stop There are certain medications that you should stop taking for a while before surgery. It is important that we have a current list of all the medications you are taking. These medications should be reviewed with both your surgeon and your primary care doctor.,,,,medium,,,,,,False,pattern,False,True,312
[87%] nyulh-total-hip-surgery-booklet.pdf,agent_output/organized_pdfs/Orthopedic Surgery/Total Hip Replacement/[87%] nyulh-total-hip-surgery-booklet.pdf,Orthopedic Surgery,Total Hip Replacement,0.87,[87%] nyulh-total-hip-surgery-booklet_4,Uncategorized,,"Stop taking it 5–7 days before surgery. Y ou will be informed when to stop and when to restart it after surgery. • Aspirin® (Ecotrin)— If you are taking 325 mg, switch to 81 mg starting 5 days before surgery.",,,,medium,,,,,,False,pattern,False,True,208
